prodcodeid,dmdid,formulation,routeofadministration,substancestrength,bnfcode,substance,productname,termfromemis,sub_acarbose,sub_first_gen_su,sub_second_gen_su,sub_third_gen_su,sub_dpp4i,sub_sglt2i,sub_glp1,sub_glp2,sub_guar,sub_mtf,sub_tzd,sub_glin,sub_ins,sub_mtf_dpp4i,sub_mtf_tzd,sub_mtf_sglt2i,sub_ins_glp1,sub_3su_tzd,sub_sglt2i_dpp4i,drug_antidiabetic_group
10614841000033110,30175711000001100,Tablet/ Oral Tablet,Oral,12.500mg + 1.000gram,,empagliflozin/ metformin hydrochloride,synjardy 12.5mg/1000mg tablets,synjardy 12.5mg/1000mg tablets (boehringer ingelheim ltd),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,mtf_sglt2i
10674141000033111,18030311000001100,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin human,insuman infusat 100units/ml solution for injection 10ml vials,insuman infusat 100units/ml solution for injection 10ml vials (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
10674341000033114,18046311000001103,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin human,insuman infusat 100units/ml solution for injection 3.15ml cartridges,insuman infusat 100units/ml solution for injection 3.15ml cartridges (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
10701641000033116,30982411000001107,Modified-release tablet,Oral,30.000mg,,gliclazide,bilxona 30mg modified-release tablets,bilxona 30mg modified-release tablets (accord-uk ltd),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,second_gen_su
10701741000033113,37618711000001109,Modified-release tablet,Oral,60.000mg,,gliclazide,bilxona 60mg modified-release tablets,bilxona 60mg modified-release tablets (accord-uk ltd),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,second_gen_su
10951041000033114,31015711000001109,Powder and solvent for solution for injection,Subcutaneous,30.000mg,06010203,albiglutide,albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices,albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
10951141000033113,31015811000001101,Powder and solvent for solution for injection,Subcutaneous,50.000mg,06010203,albiglutide,albiglutide 50mg powder and solvent for solution for injection pre-filled disposable devices,albiglutide 50mg powder and solvent for solution for injection pre-filled disposable devices,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
1119741000033114,36047911000001109,Suspension for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,06010102,insulin protamine zinc bovine,insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials,insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
11441000033114,42080211000001108,Tablet/ Oral Tablet,Oral,100.000mg,06010203,acarbose,acarbose 100mg tablets,acarbose 100mg tablets,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acarbose
1153441000033112,,,,,,,,rastinon  tablets  500 mg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,first_gen_su
11541000033110,42080311000001100,Tablet/ Oral Tablet,Oral,50.000mg,06010203,acarbose,acarbose 50mg tablets,acarbose 50mg tablets,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acarbose
11781341000033117,33550811000001105,Oral solution,Oral,200.000mg/1.000ml,06010202,metformin hydrochloride,metformin 1g/5ml oral solution sugar free,metformin 1g/5ml oral solution sugar free,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
11781441000033111,33550911000001100,Oral solution,Oral,170.000mg/1.000ml,06010202,metformin hydrochloride,metformin 850mg/5ml oral solution sugar free,metformin 850mg/5ml oral solution sugar free,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
1184741000033113,,,,,,,,romozin  tablets  200 mg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tzd
1184941000033111,,,,,,,,romozin  tablets  400 mg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tzd
11898041000033111,33745311000001109,Tablet/ Oral Tablet,Oral,10.000mg + 5.000mg,06010203,dapagliflozin propanediol monohydrate/ saxagliptin hydrochloride,saxagliptin 5mg / dapagliflozin 10mg tablets,saxagliptin 5mg / dapagliflozin 10mg tablets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sglt2i_dpp4i
11898141000033110,33682311000001103,Tablet/ Oral Tablet,Oral,10.000mg + 5.000mg,,dapagliflozin propanediol monohydrate/ saxagliptin hydrochloride,qtern 5mg/10mg tablets,qtern 5mg/10mg tablets (astrazeneca uk ltd),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sglt2i_dpp4i
11918941000033116,33766211000001100,Modified-release tablet,Oral,30.000mg,,gliclazide,zicron pr 30mg tablets,zicron pr 30mg tablets (bristol laboratories ltd),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,second_gen_su
11919041000033113,33747711000001102,Solution for injection,Subcutaneous,6.000mg/1.000ml,,liraglutide,saxenda 6mg/ml solution for injection 3ml pre-filled pens,saxenda 6mg/ml solution for injection 3ml pre-filled pens (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
12186441000033111,34043411000001102,Solution for injection,Subcutaneous/ Intravenous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin aspart,fiasp 100units/ml solution for injection 10ml vials,fiasp 100units/ml solution for injection 10ml vials (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12186541000033112,34043011000001106,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin aspart,fiasp flextouch 100units/ml solution for injection 3ml pre-filled pens,fiasp flextouch 100units/ml solution for injection 3ml pre-filled pens (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12186641000033113,34043211000001101,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin aspart,fiasp penfill 100units/ml solution for injection 3ml cartridges,fiasp penfill 100units/ml solution for injection 3ml cartridges (novo nordisk ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12326541000033110,34552411000001107,Modified-release tablet,Oral,500.000mg,,metformin hydrochloride,meijumet 500mg modified-release tablets,meijumet 500mg modified-release tablets (medreich plc),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
12326641000033111,34552811000001109,Modified-release tablet,Oral,750.000mg,,metformin hydrochloride,meijumet 750mg modified-release tablets,meijumet 750mg modified-release tablets (medreich plc),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
12326741000033119,34553311000001105,Modified-release tablet,Oral,1.000gram,,metformin hydrochloride,meijumet 1000mg modified-release tablets,meijumet 1000mg modified-release tablets (medreich plc),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
12333341000033110,34595111000001102,,,,,,allstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units,allstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units purple (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12333441000033116,34595311000001100,,,,,,allstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units,allstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units teal (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12436041000033110,34918111000001104,,,,,,allstar pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units,allstar pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units blue (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12436141000033114,34918411000001109,,,,,,allstar pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units,allstar pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units silver (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12477441000033117,35084211000001104,Powder and solvent for solution for injection,Subcutaneous,1.250mg,,teduglutide,teduglutide 1.25mg powder and solvent for solution for injection vials,teduglutide 1.25mg powder and solvent for solution for injection vials,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,glp2
12481641000033115,35214311000001104,Solution for injection,,500.000unit/1.000ml + 500.000unit/1.000ml,,insulin human,humulin r kwikpen 500units/ml solution for injection 3ml pre-filled pens,humulin r kwikpen 500units/ml solution for injection 3ml pre-filled pens (imported (united states)),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12486241000033111,35216811000001101,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,humalog junior kwikpen 100units/ml solution for injection 3ml pre-filled pens,humalog junior kwikpen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12593141000033115,35547511000001101,Modified-release tablet,Oral,500.000mg,,metformin hydrochloride,yaltormin sr 500mg tablets,yaltormin sr 500mg tablets (wockhardt uk ltd),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
12593241000033110,35548011000001105,Modified-release tablet,Oral,750.000mg,,metformin hydrochloride,yaltormin sr 750mg tablets,yaltormin sr 750mg tablets (wockhardt uk ltd),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
12593341000033117,35548311000001108,Modified-release tablet,Oral,1.000gram,,metformin hydrochloride,yaltormin sr 1000mg tablets,yaltormin sr 1000mg tablets (wockhardt uk ltd),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
12600741000033116,35776411000001102,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,insulin lispro sanofi 100units/ml solution for injection 10ml vials,insulin lispro sanofi 100units/ml solution for injection 10ml vials (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12600841000033114,35776511000001103,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,insulin lispro sanofi 100units/ml solution for injection 3ml cartridges,insulin lispro sanofi 100units/ml solution for injection 3ml cartridges (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12600941000033118,35776811000001100,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin lispro,insulin lispro sanofi 100units/ml solution for injection 3ml pre-filled pens,insulin lispro sanofi 100units/ml solution for injection 3ml pre-filled pens (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12624241000033111,36048711000001108,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,100.000unit/1.000ml + 100.000unit/1.000ml,06010101,insulin soluble porcine,insulin soluble porcine 100units/ml solution for injection 10ml vials,insulin soluble porcine 100units/ml solution for injection 10ml vials,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
12641000033116,,,,,,,,acetohexamide  tablets  500 mg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,first_gen_su
12664441000033115,35849011000001104,Modified-release tablet,Oral,500.000mg,,metformin hydrochloride,metuxtan sr 500mg tablets,metuxtan sr 500mg tablets (accord-uk ltd),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mtf
12686641000033112,36082811000001107,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml,,insulin glargine,semglee 100units/ml solution for injection 3ml pre-filled pens,semglee 100units/ml solution for injection 3ml pre-filled pens (viatris uk healthcare ltd),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ins
1278041000033114,140711000001103,Tablet/ Oral Tablet,Oral,2.500mg,,glibenclamide,semi-daonil 2.5mg tablets,semi-daonil 2.5mg tablets (sanofi),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,second_gen_su
12876141000033116,36491111000001100,Solution for injection,Subcutaneous,1.340mg/1.000ml,06010203,semaglutide,semaglutide 1mg/0.74ml solution for injection 3ml pre-filled disposable device,semaglutide 1mg/0.74ml solution for injection 3ml pre-filled disposable device,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
12876241000033111,36490911000001109,Solution for injection,Subcutaneous,1.340mg/1.000ml,06010203,semaglutide,semaglutide 0.25mg/0.19ml solution for injection 1.5ml pre-filled disposable device,semaglutide 0.25mg/0.19ml solution for injection 1.5ml pre-filled disposable device,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
12876341000033118,36491011000001101,Solution for injection,Subcutaneous,1.340mg/1.000ml,06010203,semaglutide,semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable device,semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable device,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
12876441000033112,36471411000001101,Solution for injection,Subcutaneous,1.340mg/1.000ml,,semaglutide,ozempic 1mg/0.74ml solution for injection 3ml pre-filled pens,ozempic 1mg/0.74ml solution for injection 3ml pre-filled pens (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
12876541000033113,36470811000001107,Solution for injection,Subcutaneous,1.340mg/1.000ml,,semaglutide,ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pens,ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pens (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
12876641000033114,36471111000001106,Solution for injection,Subcutaneous,1.340mg/1.000ml,,semaglutide,ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens,ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens (novo nordisk ltd),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,glp1
12880941000033111,36529511000001109,Tablet/ Oral Tablet,Oral,5.000mg,06010203,ertugliflozin l-pyroglutamic acid,ertugliflozin 5mg tablets,ertugliflozin 5mg tablets,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sglt2i
12881041000033118,36529411000001105,Tablet/ Oral Tablet,Oral,15.000mg,06010203,ertugliflozin l-pyroglutamic acid,ertugliflozin 15mg tablets,ertugliflozin 15mg tablets,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sglt2i
12881141000033119,36514811000001101,Tablet/ Oral Tablet,Oral,5.000mg,,ertugliflozin l-pyroglutamic acid,steglatro 5mg tablets,steglatro 5mg tablets (merck sharp & dohme (uk) ltd),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sglt2i
12881241000033114,36515111000001107,Tablet/ Oral Tablet,Oral,15.000mg,,ertugliflozin l-pyroglutamic acid,steglatro 15mg tablets,steglatro 15mg tablets (merck sharp & dohme (uk) ltd),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sglt2i
12902541000033110,36620611000001107,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml + 33.000microgram/1.000ml,,insulin glargine/ lixisenatide,suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled solostar pens,suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled solostar pens (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ins_glp
12902641000033111,36618311000001109,Solution for injection,Subcutaneous,100.000unit/1.000ml + 100.000unit/1.000ml + 50.000microgram/1.000ml,,insulin glargine/ lixisenatide,suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled solostar pens,suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled solostar pens (sanofi),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ins_glp
